,DISTRIBUTOR_FDC_ID,DISTRIBUTOR_FTS_ID,INVOICE_UPDATE_DATETIME,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION,GTIN,PRODUCT_DESCRIPTION,new_invoice_description
75819,12800,12800,2021-08-10 01:08:56.000000,,085200918751,S HOME MOSCATO 4PK 24C PET - CS24-187ML,00085200918751,SUTTER MH MSCTO DM MSCTL/MSCT 187 ML,NEED TO INSPECT
75842,14999,14999,2021-08-10 01:12:37.000000,00078000012194,00078000012194,7-UP P4/6/16.9 REGULAR,00078000012194,7UP SODA 4/6/500 ML PLASTIC BOTTLES,NEED TO INSPECT
75881,241,241,2021-08-10 01:30:59.000000,00082000778219,00082000723851,SM ICE 4/6/12 BT,00082000723851,SMIRNOFF ICE MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,NEED TO INSPECT
75905,11468,11468,2021-08-10 01:25:54.000000,018200258787,018200258787,AB-NATDAD 6P/16Z C,00018200258787,NATTY DADDY LAGER BEER 6 CT 16 OZ CAN 96 OZ,NEED TO INSPECT
75953,10602,10602,2021-08-10 01:22:28.000000,00611269423754,00611269716467,SF RB 12Z SINGLES,00611269423754,RED BULL - BEVERAGE SUGARFREE 12OZ TRAY,NEED TO INSPECT
75970,17126,58412,2021-08-10 01:14:51.000000,82422377953,080686835011,HORNITOS REP TEQ BAR,00080686835011,SZA HRN REPO 1000X12 40%W/HSHTG 6/12 RF,NEED TO INSPECT
75988,13,13,2021-08-10 01:30:03.000000,00723830100091,00723830100091,LAG IPA 2/12/12 OZ BT,00723830100091,LAGUNITAS INDIA PALE ALE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
76020,5322,5322,2021-08-10 01:05:25.000000,034100001858,078000020403,TAHITIAN TREAT 24/20 PET,00034100001858,MICKEYS MALT LIQUOR MALT LIQUOR 1 CT 40 OZ GLASS BOTTLE 40 OZ,NEED TO INSPECT
76033,12783,12783,2021-08-10 01:29:07.000000,85176700119,85176700119,MIDNIGHT MOON MOONSHINE   BLUEBERRY 6/CS  750ML,851767001195,MIDNIGHT MOON - BLUEBERRY CAROLINA MOONSHINE 100 PROOF,NEED TO INSPECT
76070,14998,14998,2021-08-10 01:09:22.000000,00078000033892,00078000033892,A&W C 10PK 7.5OZ ROOTBEER,00078000033892,A&W ROOT BEER SODA 3/10/7.5OZ CANS,NEED TO INSPECT
76098,14999,14999,2021-08-10 01:24:07.000000,00853883003039,00853883003022,C2O C 12/17.5 WITH PULP,00853883003039,C2O PURE COCONUT WATER W/PULP 12/17.5OZ CAN,NEED TO INSPECT
76135,71,71,2021-08-10 01:26:04.000000,034100003548,034100003548,LITE 24/12OZ 4/6 CN,00034100003548,MILLER LITE BEER 6 CT 12 OZ CAN 72 OZ,NEED TO INSPECT
76142,125,125,2021-08-10 01:37:34.000000,00704361123124,00704361123124,GL GOLD PACK VAR 2/12 PK NR,00704361123124,GREAT LAKES VARIETY PACK BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
76173,467,467,2021-08-10 01:21:21.000000,080660956152,080660956152,2/12/12NR CORONA,00080660956152,CORONA EXTRA BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
76177,6684074,143164,2021-08-10 01:19:54.000000,786162070005,,20Z PT 12LS_VW FOC,00786162070005,VITAMIN WATER FOCUS 12/20OZ PET,NEED TO INSPECT
76203,22636,22636,2021-08-10 01:33:29.000000,819942000036,819942000036,OSKAR BLUES 4/6C DALE PALE,00819942000036,DALE'S PALE ALE 6-PACK CARTON,NEED TO INSPECT
76211,40940,40940,2021-08-10 01:38:42.000000,087692010661,087692010142,TRULY LEMONADE 12/24 CN,00087692010661,TWISTED TEA TRAY 2X12PK CAN TWISTED TEA TROPICAL,NEED TO INSPECT
76227,14998,14998,2021-08-10 01:31:41.000000,20859681004623,00859681004629,CRUX FERMENT C 4/6 BUBBLE W,20859681004623,BUBBLE WRAP HAZY IPA FOUR 6-PACKS 12OZ CANS TRAY,NEED TO INSPECT
76293,6218027,144834,2021-08-10 01:56:23.000000,00851291006178,00851291006178,TRIM GRND PRSM 6/4/16Z CAN,00851291006178,LIGHT VISIONS 4PK TRIMTAB BREWING -,NEED TO INSPECT
76317,19271,19271,2021-08-10 01:40:43.000000,085000025066,085000025062,BAREFOOT SANGRIA 6/1.5,00085000025062,TURNING LEAF WHT ZINFANDEL 750 ML,NEED TO INSPECT
76365,63995,63995,2021-08-10 01:44:42.000000,00611269283112,00611269283105,RB PEACH 24/12 LSE CAN,00611269283112,RED BULL - BEVERAGE PEACH EDITION 12OZ TRAY,NEED TO INSPECT
76425,27,27,2021-08-10 01:48:33.000000,00082000786320,00082000786313,SI SMSH STR LM C24 16OZ,00082000786313,SMIRNOFF ICE SMASH STRAWBERRY PLUS LEMON MALT BEVERAGE 1 CT 16 OZ CAN 16 OZ,NEED TO INSPECT
76427,27090,27090,2021-08-10 01:48:23.000000,850002665031,850002665031,COMMONHOUSE WISE ONE 24/12 CAN 4/6,00850002665031,WISE ONE SOUTH GERMAN-STYLE HEFEWEIZEN,NEED TO INSPECT
76484,5002,5002,2021-08-10 01:58:01.000000,089826230402,089826230402,CERVEZAS DE MEXICO 2/12/12 CAN,00089826230402,BEERS OF MEXICO VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
76487,8260,8260,2021-08-10 01:48:46.000000,00894509007109,00894509007109,12/1L  BANDIT SAUVIGNON BLANCSAUVIGN,00894509007109,BANDIT CAL SAV BL/FME BL 1.0 LTR,NEED TO INSPECT
76512,4082,4082,2021-08-10 01:46:57.000000,855417003188,855417003485,KAR GREATEST HITS VARIETY 2/12 CN 12OZ,00855417003188,HOPADILLO IPA 24/12 OZ CANS,NEED TO INSPECT
76539,13456,13456,2021-08-10 01:55:03.000000,10084704100294,00084704091328,750    KORBEL BRUT,00084704091328,KORBEL SPARKLING CALIFORNIA BRUT CHAMPAGNE 12/750ML,NEED TO INSPECT
76618,19950,19950,2021-08-10 01:49:50.000000,00087692007135,00087692006992,SAM NW ENG IPA C24 16OZ 4P,00087692007135,SAMUEL ADAMS TRAY 6X4PK 16OZ CAN SAMUEL ADAMS WICKED HAZY,NEED TO INSPECT
76623,19950,19950,2021-08-10 01:40:24.000000,00635985260905,00635985260899,WC HRD BLK CHR C24 12OZ 12P,00635985260899,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
76667,10241,10241,2021-08-10 01:49:27.000000,,00814559020552,YEE-HAW 80 SCHILLING 4/6/12 CAN,00814559020552,YEE-HAW EIGHTY 6-PACK CARTON,NEED TO INSPECT
76686,40940,40940,2021-08-10 01:22:43.000000,034100572099,034100575090,LITE 2/12/12 LN,00034100572099,MILLER LITE BEER 1 CT 12 OZ CAN 12 OZ,NEED TO INSPECT
76721,13540,13540,2021-08-10 01:29:01.000000,071990000080,00761180801008,750    FOUR VINES 18 NAKED CHARDONNA,00071990000080,COORS LIGHT BEER 6 CT 12 OZ CAN 72 OZ,NEED TO INSPECT
76744,28584,28584,2021-08-10 01:30:36.000000,085000025062,,BAREFOOT SANGRIA 1.500 LT,00085000025062,TURNING LEAF WHT ZINFANDEL 750 ML,NEED TO INSPECT
76763,19950,19950,2021-08-10 01:28:48.000000,00635985100348,00635985100331,WC HRD MANGO C24 12OZ 12P,00635985100331,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 12 CT 12 OZ CAN 144 OZ,NEED TO INSPECT
76815,563,563,2021-08-10 01:10:58.000000,087692919186,087692919186,SA SEAS (SP) - COLD SNAP 5.2 GAL KEG,00087692919186,SAMUEL ADAMS KEG 1/6 BBL SAMUEL ADAMS ALL FESTIVAL BEER FEST,NEED TO INSPECT
76893,3922,3922,2021-08-10 01:14:19.000000,85000024904,,APOTHIC INFERNO,00085000024904,TURNING LEAF CABERNET SAUV 750 ML,NEED TO INSPECT
76940,14999,14999,2021-08-10 01:28:45.000000,00602755006278,00602755006261,805 BREWING B 4/6 BLONDE,00602755006261,FIRESTONE WALKER 805 BLONDE ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
76970,963,963,2021-08-10 01:34:41.000000,00018200958755,00018200255052,RITA STRAW 15/25 CN,00018200958755,BUD LIGHT LIME STRAW BER RITA MALT BEVERAGE 15 CT 25 OZ CAN IN BOX 375 OZ,NEED TO INSPECT
76974,14757,14757,2021-08-10 01:25:30.000000,,00853478001167,IND NAILED IT TRAY,00853478001167,SEASONAL CAN SIX PACK,NEED TO INSPECT
76994,19950,19950,2021-08-10 01:21:29.000000,00723830014060,00723830014060,LAG L SUMPN C24 12OZ 6P,00723830014060,LAGUNITAS A LITTLE SUMPIN SUMPIN ALE BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
76997,11858,11858,2021-08-10 01:12:04.000000,00684746800355,00684746800423,JB PEACH 24/200 ML,00684746800355,JOHNY BOOTLEGGER PEACH 6.8OZ,NEED TO INSPECT
77000,10602,10602,2021-08-10 01:20:43.000000,00611269213843,00611269212457,RB KIWI TWIST 12Z SINGLES,00611269213843,RED BULL - BEVERAGE GREEN EDITION 12OZ TRAY,NEED TO INSPECT
77001,16463,16463,2021-08-10 01:00:09.000000,00611269283112,00611269283105,RB PEACH 12Z SINGLES,00611269283112,RED BULL - BEVERAGE PEACH EDITION 12OZ TRAY,NEED TO INSPECT
77231,7278,7278,2021-08-10 01:22:52.000000,00031259032634,00031259032634,750ML  YELLOW TAIL SUPER CRISP    CH,00031259032634,YELLOW TAIL TREE FREE 12/750 REGULAR LABEL,NEED TO INSPECT
77432,8489,8489,2021-08-10 01:32:21.000000,012000005596,,20OZ PL PEPSI WCHE 1/24,00012000005596,PEPSI WILD CHERRY COLA 24/20OZ PET,NEED TO INSPECT
77438,8489,8489,2021-08-10 01:02:06.000000,052000328660,,20OZ PL WM GAT FT PNCH 1/24,00052000328660,GATORADE THIRST QUENCHER FRUIT PUNCH 20 FLUID OUNCE PLASTIC BOTTLE,NEED TO INSPECT
77465,6684074,143164,2021-08-10 01:19:56.000000,786162080325,,32Z PT 15LS_VW NRG,00786162080325,GLACEAU VITAMIN WATER ENERGY-KO 15/32OZ PET,NEED TO INSPECT
77580,12800,12800,2021-08-10 01:10:05.000000,,085200918744,S HOME WZIN 4PK 24C PET - CS24-187ML,00085200918744,SUTTER HM WHITE WHT ZINFANDEL 187 ML,NEED TO INSPECT
77594,39570,39570,2021-08-10 01:30:02.000000,00630832461245,00630832461245,RA CRISPY BUSINESS 4/6/12CN,00630832461245,REAL ALE SEASONAL 6PK (BOTTLE / 12OZ CANS),NEED TO INSPECT
77718,39570,39570,2021-08-10 01:31:25.000000,00083783228236,00083783228229,SN WANDERLAND ALE 4/6/12NR,00083783228229,SIERRA NEVADA SEASONAL BEER 6 CT 12 OZ GLASS BOTTLE IN CRTN 72 OZ,NEED TO INSPECT
77719,39570,39570,2021-08-10 01:31:25.000000,00083783228236,00083783228229,SN WANDERLAND ALE 4/6/12NR,00083783228236,SIERRA NEVADA SEASONAL BEER 24 CT 12 OZ GLASS BOTTLE IN BOX 288 OZ,NEED TO INSPECT
77802,2334303,8051,2021-08-10 01:01:28.000000,08858660384,08858660384,CSM CHARD 750ML,00088586603843,CHATEAU STE MICHELLE CHARDONNAY 12/750ML,NEED TO INSPECT
77803,2334303,8051,2021-08-10 01:01:28.000000,08858660384,08858660384,CSM CHARD 750ML,00088586603846,CHATEAU STE MICHELLE CHARDONNAY COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
77806,13540,13540,2021-08-10 01:07:04.000000,080660956251,00088474018202,750    SCHMITT SOHNE 19 RIESLING BLU,00080660956251,CORONA LIGHT BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
77819,467,467,2021-08-10 01:09:37.000000,072890000200,072890000200,2/12/12CN HEINEKEN,00072890000200,HEINEKEN BEER 12 CT 12 OZ CAN IN BOX 144 OZ,NEED TO INSPECT
77844,8489,8489,2021-08-10 01:08:52.000000,012000004520,,13.7OZ NR FRAP MCH 1/12,00012000004520,STARBUCKS FRAPPUCCINO MOCHA COFFEE 13.7OZ BOTTLE ,NEED TO INSPECT
77845,15506,15506,2021-08-10 01:12:51.000000,798449008113,,COOP HAWK PKG LUX CAB SAUV,00798449008113,ACE CIDER PINEAPPLE 4/6/12OZ BOTTLE,NEED TO INSPECT
77847,6218027,144834,2021-08-10 01:25:03.000000,00611269423754,00611269716467,SF RB 12Z SINGLES,00611269423754,RED BULL - BEVERAGE SUGARFREE 12OZ TRAY,NEED TO INSPECT
77877,30260,30260,2021-08-10 01:25:11.000000,00852587005059,00852587005059,JACK SNOWMAN 4/6/12 CAN,00852587005059,SNOWMAN STOUT MOCHA BEER,NEED TO INSPECT
77878,30260,30260,2021-08-10 01:03:30.000000,00815201020142,00815201020340,TBW STATE PARK 4/6/12 BTL,00815201020142,TENNESSEE BREW WORKS TENN 24PK - 12OZ LONGNECK BOTTLES,NEED TO INSPECT
77885,33524,33524,2021-08-10 01:07:58.000000,00736920114397,00736920114397,GI IPA 6/4/16 CAN,00736920114397,GOOSE ISLAND IPA BEER 4 CT 16 OZ CAN 64 OZ,NEED TO INSPECT
77921,15859,15859,2021-08-10 01:22:35.000000,00754527009052,00754527009052,NB VDR IPA 15/19.2 CAN,00754527009052,NEW BELGIUM VOODOO RANGER IPA BEER 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
77977,42541,42541,2021-08-10 01:35:42.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
77978,42541,42541,2021-08-10 01:35:42.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
77996,15093,15093,2021-08-10 01:17:18.000000,85000021040,,CARLO ROSSI MOSCATO SANGRIA,00085000021040,C ROSSI SW SN J TABLE OTHER 4.0 LTR,NEED TO INSPECT
78014,12368,12368,2021-08-10 01:22:36.000000,08858660183,08858660183,CSM CAB 750ML,00088586601835,CHATEAU STE MICHELLE CABERNET SAUVIGNON COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
78021,13061,13061,2021-08-10 01:14:10.000000,80686001201,,JIM BEAM 4YR BOURBON,00080686001201,TEQUILA SAUZA SILVER 6X100 38Âº IN BD RWK,NEED TO INSPECT
78092,17038,17038,2021-08-10 01:57:24.000000,00889392000559,00889392000313,CEL ORANGE 12OZ 1-12PK CN,00889392000559,CELSIUS SPARKLING ORANGE FITNESS DRINK 12/12OZ CANS,NEED TO INSPECT
78104,14998,14998,2021-08-10 01:57:17.000000,00078000012194,00078000012194,7-UP P4/6/16.9 REGULAR,00078000012194,7UP SODA 4/6/500 ML PLASTIC BOTTLES,NEED TO INSPECT
78168,14757,14757,2021-08-10 01:58:53.000000,00087692006572,00087692006862,ADAMS TRULY BERRY VAR 12/12 CAN,00087692006572,TRULY TRAY 2X12PK SKINNY CAN TRULY COLIMA LIME,NEED TO INSPECT
78244,12368,12368,2021-08-10 01:22:27.000000,08858660384,08858660384,CSM CHARD 750ML,00088586603843,CHATEAU STE MICHELLE CHARDONNAY 12/750ML,NEED TO INSPECT
78245,12368,12368,2021-08-10 01:22:27.000000,08858660384,08858660384,CSM CHARD 750ML,00088586603846,CHATEAU STE MICHELLE CHARDONNAY COLUMBIA VALLEY 12/750ML,NEED TO INSPECT
78289,32,32,2021-08-10 01:22:54.000000,00863575000031,00863575000031,SM COOKIE COW 4/6 CANS,00863575000031,SMARTMOUTH BREWING CO. SEASONAL CAN,NEED TO INSPECT
78351,19950,19950,2021-08-10 01:37:05.000000,00859515003071,00859515003071,CIG V MIXED PK C24 12OZ 12P,00859515003071,MIXED CASE 12 PACK (JAI ALAI GUAYABERA FLORIDA CRACKER SPACE POPE),NEED TO INSPECT
78382,13540,13540,2021-08-10 01:30:26.000000,071990170523,00081308001494,750    FLIP FLOP NV PINOT GRIGIO,00071990170523,BLUE MOON BELGIAN WHITE WHEAT ALE BEER 15 CT 12 OZ CAN IN BOX 180 OZ,NEED TO INSPECT
78470,63995,63995,2021-08-10 01:11:59.000000,00611269283112,00611269283105,RB PEACH 24/12 LSE CAN,00611269283112,RED BULL - BEVERAGE PEACH EDITION 12OZ TRAY,NEED TO INSPECT
78500,14091,14091,2021-08-10 01:53:23.000000,00737530060043,00737530060043,SCH COFFEE STO 4-6-12 CAN,00737530060043,SCHLAFLY SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
78503,45713,45713,2021-08-10 01:57:17.000000,087692852131,087692852315,T.T.RASPBERRY  24 OZ CAN 24OZ,00087692852315,TWISTED TEA CAN 24OZ TWISTED TEA RASPBERRY,NEED TO INSPECT
78506,40940,40940,2021-08-10 01:43:18.000000,034100572099,034100575090,LITE 2/12/12 LN,00034100572099,MILLER LITE BEER 1 CT 12 OZ CAN 12 OZ,NEED TO INSPECT
78511,467,467,2021-08-10 01:53:33.000000,080660956152,080660956152,2/12/12NR CORONA,00080660956152,CORONA EXTRA BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
78512,44218,44218,2021-08-10 01:58:47.000000,00754527008857,00754527008857,NB VD JUCYHAZE 4/6/12 CAN,00754527008857,NEW BELGIUM VOODOO RANGER JUICY HAZE IPA BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
78642,518,518,2021-08-10 01:23:49.000000,00864451000305,00864451000305,WW CHERRY LIME 4/6/12 CAN,00864451000305,WICKED WEED BREWING BURST 6PACK WRAP 12OZ CAN,NEED TO INSPECT
78669,17038,17038,2021-08-10 01:27:17.000000,10883990661249,00883990661846,G2G VEGSTRWKIW 6 OZ 12 PET,10883990661249,GOOD 2 GROW KIWI STRAWBERRY JUICE 12/6OZ PET,NEED TO INSPECT
78703,1248,1248,2021-08-10 01:00:42.000000,034100175092,034100175092,MGD F12,00034100175092,MILLER GENUINE DRAFT BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
78746,6684,6684,2021-08-10 01:19:27.000000,00087692752134,00087692752318,TT 1/2 N 1/2 CAN 12/24,00087692752134,TWISTED TEA TRAY 24OZ CAN TWISTED TEA HALF & HALF,NEED TO INSPECT
78747,6684,6684,2021-08-10 01:19:27.000000,00087692752134,00087692752318,TT 1/2 N 1/2 CAN 12/24,00087692752318,TWISTED TEA CAN 24OZ TWISTED TEA HALF & HALF,NEED TO INSPECT
78751,13540,13540,2021-08-10 01:17:37.000000,635985260448,00015643422850,750    FIRST PRESS NV RUBY RED ROSE,00635985260448,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
78772,15438,15438,2021-08-10 01:26:08.000000,00071439757001,00071439006017,R ROCK        15/25 CAN,00071439757001,ROLLING ROCK EXTRA PALE BEER 15 CT 25 OZ CAN IN BOX 375 OZ,NEED TO INSPECT
78773,15438,15438,2021-08-10 01:26:08.000000,00071439757001,00071439006017,R ROCK        15/25 CAN,00071439006017,ROLLING ROCK EXTRA PALE BEER 1 CT 25 OZ CAN 25 OZ,NEED TO INSPECT
78818,1247,1247,2021-08-10 01:06:16.000000,00635985258551,00635985258759,MIKE LEM 24/16 OZ CANS,00635985258551,MIKES HARDER LEMONADE 6 / 4 PACK 16OZ,NEED TO INSPECT
78875,5322,5322,2021-08-10 01:29:20.000000,612620271113,612620271120,FH FROSTBITE 4/6/12 BTL S,00612620271120,FOOTHILLS SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
78876,5322,5322,2021-08-10 01:29:20.000000,612620271113,612620271120,FH FROSTBITE 4/6/12 BTL S,00612620271113,FOOTHILLS SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,NEED TO INSPECT
78893,14091,14091,2021-08-10 01:01:59.000000,00723830011922,00723830011922,LAG IPA 12-19.2 CAN,00723830011922,LAGUNITAS INDIA PALE ALE BEER 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
78899,12783,12783,2021-08-10 01:23:48.000000,85606500209,85606500209,DEEP EDDY VODKA   RUBY RED  LT,00856065002097,DE SPIRITS LLC 1L BOTTLE - RR,NEED TO INSPECT
78954,39570,39570,2021-08-10 01:33:25.000000,00785515702006,00785515701009,SA TX WINTER IPA 4/6/12CN,00785515701009,SAINT ARNOLD SEASONAL BEER 6 CT 12 OZ CAN 72 OZ,NEED TO INSPECT
78962,15093,15093,2021-08-10 01:15:23.000000,85246500101,,MAKERS MARK 46 6/CS,00085246500101,MMK 46 HOLIDAY GIFT BOX 750X6 47% MS,NEED TO INSPECT
79044,11445,11445,2021-08-10 01:56:54.000000,00034100575090,00034100575090,LITE 2/12/12 LNNR,00034100575090,MILLER LITE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,NEED TO INSPECT
79060,8260,8260,2021-08-10 01:44:22.000000,00863408000191,00863408000191,SUNRIVER C 6/4/16 COCOA,00863408000191,COCOA COW CHOCOLATE MILK STOUT 16OZ CAN,NEED TO INSPECT
79067,8260,8260,2021-08-10 01:47:11.000000,00863408000160,00863408000160,SUNRIVER C 4/6/12 RIPPN,00863408000160,RIPPIN NORTHWEST ALE 12OZ CAN,NEED TO INSPECT
79075,15439,15439,2021-08-10 01:45:14.000000,034100003760,034100003760,LITE ALUMITEK 24PK LOOSE,00034100003760,MILLER LITE BEER 1 CT 16 OZ ALUMINUM BOTTLE 16 OZ,NEED TO INSPECT
79085,6214126,8231,2021-08-10 01:51:22.000000,899539000458,899539000458,TERRAPIN UP-HI IPA 4/6 24/12 CAN,00899539000458,HI-5 CASE,NEED TO INSPECT
79129,8670,8670,2021-08-10 01:45:39.000000,00858945005020,00858945005020,LOST FORTY HONEY 4/6/12 C,00858945005020,LOVE HONEY BOCK 6 PACK 12 OZ CANS,NEED TO INSPECT
79172,38546,38546,2021-08-10 01:32:19.000000,747301010115,747301003278,KY BBA ALE 6/4/12OZ,00747301003278,KENTUCKY ALE BOURBON BARREL 4 PAK,NEED TO INSPECT
79173,38546,38546,2021-08-10 01:32:19.000000,747301010115,747301003278,KY BBA ALE 6/4/12OZ,00747301010115,KENTUCKY ALE BOURBON BARREL CASE 6 - 4 PACKS,NEED TO INSPECT
79197,10000,10000,2021-08-10 01:29:31.000000,00858187003228,00858187003082,BOOZY T VARITY C24 12OZ 6P,00858187003228,OWL'S BREW RADLER DO NOT USE 6PK VARIETY MASTER CASE - BOOZY TEA,NEED TO INSPECT
79218,1248,1248,2021-08-10 01:33:05.000000,034100173067,034100173067,MGD FLAT,00034100173067,MILLER GENUINE DRAFT BEER 24 CT 12 OZ CAN IN BOX 288 OZ,NEED TO INSPECT
79241,8489,8489,2021-08-10 01:39:20.000000,012000002977,,1L PL MDEW 1/15S,00012000002977,MOUNTAIN DEW SODA 15/1L PET,NEED TO INSPECT
79248,17563,17563,2021-08-10 01:35:54.000000,018200111273,001820000126,BUD 1/12/40 BT,00018200111273,BUDWEISER BEER 12 CT 40 OZ GLASS BOTTLE 480 OZ,NEED TO INSPECT
79276,455,455,2021-08-10 01:24:30.000000,00034100570224,00034100570231,LITE 9PK ALM 16OZ,00034100570224,MILLER LITE BEER 18 CT 16 OZ ALUMINUM BOTTL IN BX 288 OZ,NEED TO INSPECT
79281,6213194,5942,2021-08-10 01:44:31.000000,00819942003044,00819942003044,OSKAR CAN O BLISS CITRUS 4/6/12 CAN,00819942003044,CAN-O-BLISS 6 PACK CARTON,NEED TO INSPECT
79303,8152,8152,2021-08-10 01:53:02.000000,00684746801819,00684746801819,JB SOUR GRAPE 24/6.8 NR,00684746801819,JOHNY BOOTLEGGER GRAPE SHOT MALT BEVERAGE 1 CT 7 OZ GLASS BOTTLE 6.8 OZ,NEED TO INSPECT
79313,9369,9369,2021-08-10 01:46:23.000000,754527010201,754527010218,NB VD IMP PKG IPA 15/19.2C,00754527010218,NEW BELGIUM VOODOO RANGER IMPERIAL IPA BEER 1 CT 19 OZ CAN 19.2 OZ,NEED TO INSPECT
79341,23295,23295,2021-08-10 01:01:30.000000,085246139431,085246139431,MAKERS MARK BOURBON 90,00085246139431,MMK BBN 750X6 45%  W/FLASK VAP,NEED TO INSPECT
79444,14999,14999,2021-08-10 01:06:48.000000,00078000053166,00078000053166,A&W C 12PK 2/12ZERO ROOTB,00078000053166,A&W DIET ROOT BEER SODA 24/12OZ CANS,NEED TO INSPECT
79453,7211,7211,2021-08-10 01:38:31.000000,018200000430,018200219863,BUD LIGHT 25OZ CAN 5 X 3PK,00018200000430,NATURAL LIGHT BEER 6 CT 16 OZ CAN 96 OZ,NEED TO INSPECT
79491,508,508,2021-08-10 01:03:14.000000,080686001904,080686001904,JIM BEAM BOURBON 80 12/10PK 50ML,00080686001904,MMK BBN 45% 12X1000ML XP RWK RU,NEED TO INSPECT
79519,13017,13017,2021-08-10 01:11:58.000000,00865105000313,00859528003983,BM VARIETY 2/12 LNNR 12OZ,00865105000313,THE RANGE - BLUE MTN BREWERY CASE FLAT 2/12PK,NEED TO INSPECT
79520,13017,13017,2021-08-10 01:11:58.000000,00865105000313,00859528003983,BM VARIETY 2/12 LNNR 12OZ,00859528003983,BLUE MOUNTAIN BREWERY BMB 12 PK VARIETY BOTTLES,NEED TO INSPECT
79525,27,27,2021-08-10 01:07:33.000000,00754527009946,00754527009946,NB VD CPTN DYN C24 12OZ 6P,00754527009946,NEW BELGIUM VOODOO ROTATING IPA SERIES BEER 6 CT 12 OZ CAN IN BOX 72 OZ,NEED TO INSPECT
79531,10569,10569,2021-08-10 01:28:46.000000,00018200283260,00018200200199,ULTRA LIME 12PK LNNR MICHELOB,00018200283260,MICHELOB ULTRA PRICKLY PEAR LIME 2X12 12OZ BOTTLE,NEED TO INSPECT
79679,66190,66190,2021-08-10 01:35:49.000000,,858612003144,DE VARIETY 12OZ 2/9 CANS,00858612003144,DOWNEAST CIDER HOUSE MIX PACK 1 9PK,NEED TO INSPECT
79680,6684,6684,2021-08-10 01:20:04.000000,00087692005063,00087692004905,TT PEACH CAN 12/24,00087692005063,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS REBEL JUICED,NEED TO INSPECT
79736,6684,6684,2021-08-10 01:39:15.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
79737,6684,6684,2021-08-10 01:39:15.000000,00087692291053,00087692291039,SAM SPRNG SESN NR 2/12/12,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
79745,42541,42541,2021-08-10 01:35:40.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291053,SAMUEL ADAMS SEASONAL VARIETY PACK TRAY / 2 12-12OZ CARTONS,NEED TO INSPECT
79746,42541,42541,2021-08-10 01:35:40.000000,00087692291053,00087692291039,SAM V SPRING B24 12OZ 12P,00087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,NEED TO INSPECT
